source,company,sector,target_role,linkedin_search,date_found,status,priority,notes,draft_email
Target Company List,Tharisa,mining,Head of Innovation,https://www.linkedin.com/search/results/people/?keywords=Tharisa+Head+of+Innovation&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114515,new,high,Direct outreach to Head of Innovation at Tharisa,
Target Company List,Tharisa,mining,Digital Transformation Lead,https://www.linkedin.com/search/results/people/?keywords=Tharisa+Digital+Transformation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114519,new,high,Direct outreach to Digital Transformation Lead at Tharisa,
Target Company List,Jubilee Metals,mining,CTO,https://www.linkedin.com/search/results/people/?keywords=Jubilee+Metals+CTO&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114524,new,high,Direct outreach to CTO at Jubilee Metals,
Target Company List,Jubilee Metals,mining,Head of Innovation,https://www.linkedin.com/search/results/people/?keywords=Jubilee+Metals+Head+of+Innovation&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114528,new,high,Direct outreach to Head of Innovation at Jubilee Metals,
Target Company List,Jubilee Metals,mining,Digital Transformation Lead,https://www.linkedin.com/search/results/people/?keywords=Jubilee+Metals+Digital+Transformation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114532,new,high,Direct outreach to Digital Transformation Lead at Jubilee Metals,
Target Company List,ArcelorMittal,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=ArcelorMittal+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114537,new,high,Direct outreach to Plant Manager at ArcelorMittal,
Target Company List,ArcelorMittal,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=ArcelorMittal+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114542,new,high,Direct outreach to Operations Manager at ArcelorMittal,
Target Company List,ArcelorMittal,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=ArcelorMittal+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114546,new,high,Direct outreach to IT Director at ArcelorMittal,
Target Company List,Pepkor,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Pepkor+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114551,new,high,Direct outreach to Plant Manager at Pepkor,
Target Company List,Pepkor,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Pepkor+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114555,new,high,Direct outreach to Operations Manager at Pepkor,
Target Company List,Pepkor,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Pepkor+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114559,new,high,Direct outreach to IT Director at Pepkor,
Target Company List,Tiger Brands,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Tiger+Brands+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114563,new,high,Direct outreach to Plant Manager at Tiger Brands,
Target Company List,Tiger Brands,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Tiger+Brands+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114567,new,high,Direct outreach to Operations Manager at Tiger Brands,
Target Company List,Tiger Brands,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Tiger+Brands+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114572,new,high,Direct outreach to IT Director at Tiger Brands,
Target Company List,Pioneer Foods,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Pioneer+Foods+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114576,new,high,Direct outreach to Plant Manager at Pioneer Foods,
Target Company List,Pioneer Foods,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Pioneer+Foods+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114580,new,high,Direct outreach to Operations Manager at Pioneer Foods,
Target Company List,Pioneer Foods,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Pioneer+Foods+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114584,new,high,Direct outreach to IT Director at Pioneer Foods,
Target Company List,Distell,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Distell+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114589,new,high,Direct outreach to Plant Manager at Distell,
Target Company List,Distell,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Distell+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114593,new,high,Direct outreach to Operations Manager at Distell,
Target Company List,Distell,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Distell+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114598,new,high,Direct outreach to IT Director at Distell,
Target Company List,Sappi,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Sappi+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114602,new,high,Direct outreach to Plant Manager at Sappi,
Target Company List,Sappi,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Sappi+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114606,new,high,Direct outreach to Operations Manager at Sappi,
Target Company List,Sappi,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Sappi+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114610,new,high,Direct outreach to IT Director at Sappi,
Target Company List,Mondi,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Mondi+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114614,new,high,Direct outreach to Plant Manager at Mondi,
Target Company List,Mondi,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Mondi+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114618,new,high,Direct outreach to Operations Manager at Mondi,
Target Company List,Mondi,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Mondi+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114622,new,high,Direct outreach to IT Director at Mondi,
Target Company List,Nampak,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Nampak+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114626,new,high,Direct outreach to Plant Manager at Nampak,
Target Company List,Nampak,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Nampak+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114630,new,high,Direct outreach to Operations Manager at Nampak,
Target Company List,Nampak,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Nampak+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114634,new,high,Direct outreach to IT Director at Nampak,
Target Company List,Barloworld,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114638,new,high,Direct outreach to Plant Manager at Barloworld,
Target Company List,Barloworld,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114642,new,high,Direct outreach to Operations Manager at Barloworld,
Target Company List,Barloworld,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Barloworld+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114647,new,high,Direct outreach to IT Director at Barloworld,
Target Company List,Invicta Holdings,manufacturing,Plant Manager,https://www.linkedin.com/search/results/people/?keywords=Invicta+Holdings+Plant+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114651,new,high,Direct outreach to Plant Manager at Invicta Holdings,
Target Company List,Invicta Holdings,manufacturing,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Invicta+Holdings+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114655,new,high,Direct outreach to Operations Manager at Invicta Holdings,
Target Company List,Invicta Holdings,manufacturing,IT Director,https://www.linkedin.com/search/results/people/?keywords=Invicta+Holdings+IT+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114660,new,high,Direct outreach to IT Director at Invicta Holdings,
Target Company List,Eskom,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Eskom+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114666,new,high,Direct outreach to Engineering Manager at Eskom,
Target Company List,Eskom,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Eskom+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114670,new,high,Direct outreach to Grid Operations Director at Eskom,
Target Company List,Eskom,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Eskom+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114674,new,high,Direct outreach to Digital Strategy Lead at Eskom,
Target Company List,City Power,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=City+Power+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114679,new,high,Direct outreach to Engineering Manager at City Power,
Target Company List,City Power,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=City+Power+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114683,new,high,Direct outreach to Grid Operations Director at City Power,
Target Company List,City Power,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=City+Power+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114687,new,high,Direct outreach to Digital Strategy Lead at City Power,
Target Company List,Ethekwini Electricity,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Ethekwini+Electricity+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114692,new,high,Direct outreach to Engineering Manager at Ethekwini Electricity,
Target Company List,Ethekwini Electricity,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Ethekwini+Electricity+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114696,new,high,Direct outreach to Grid Operations Director at Ethekwini Electricity,
Target Company List,Ethekwini Electricity,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Ethekwini+Electricity+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114701,new,high,Direct outreach to Digital Strategy Lead at Ethekwini Electricity,
Target Company List,Cape Town Electricity,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Cape+Town+Electricity+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114705,new,high,Direct outreach to Engineering Manager at Cape Town Electricity,
Target Company List,Cape Town Electricity,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Cape+Town+Electricity+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114710,new,high,Direct outreach to Grid Operations Director at Cape Town Electricity,
Target Company List,Cape Town Electricity,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Cape+Town+Electricity+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114714,new,high,Direct outreach to Digital Strategy Lead at Cape Town Electricity,
Target Company List,Johannesburg Water,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Johannesburg+Water+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114718,new,high,Direct outreach to Engineering Manager at Johannesburg Water,
Target Company List,Johannesburg Water,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Johannesburg+Water+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114722,new,high,Direct outreach to Grid Operations Director at Johannesburg Water,
Target Company List,Johannesburg Water,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Johannesburg+Water+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114726,new,high,Direct outreach to Digital Strategy Lead at Johannesburg Water,
Target Company List,Rand Water,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Rand+Water+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114731,new,high,Direct outreach to Engineering Manager at Rand Water,
Target Company List,Rand Water,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Rand+Water+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114742,new,high,Direct outreach to Grid Operations Director at Rand Water,
Target Company List,Rand Water,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Rand+Water+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114746,new,high,Direct outreach to Digital Strategy Lead at Rand Water,
Target Company List,Transnet Pipelines,power,Engineering Manager,https://www.linkedin.com/search/results/people/?keywords=Transnet+Pipelines+Engineering+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114750,new,high,Direct outreach to Engineering Manager at Transnet Pipelines,
Target Company List,Transnet Pipelines,power,Grid Operations Director,https://www.linkedin.com/search/results/people/?keywords=Transnet+Pipelines+Grid+Operations+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114754,new,high,Direct outreach to Grid Operations Director at Transnet Pipelines,
Target Company List,Transnet Pipelines,power,Digital Strategy Lead,https://www.linkedin.com/search/results/people/?keywords=Transnet+Pipelines+Digital+Strategy+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114758,new,high,Direct outreach to Digital Strategy Lead at Transnet Pipelines,
Target Company List,Transnet,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Transnet+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114763,new,high,Direct outreach to Supply Chain Director at Transnet,
Target Company List,Transnet,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Transnet+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114768,new,high,Direct outreach to Operations Manager at Transnet,
Target Company List,Transnet,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Transnet+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114772,new,high,Direct outreach to Fleet Manager at Transnet,
Target Company List,Imperial Logistics,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Imperial+Logistics+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114777,new,high,Direct outreach to Supply Chain Director at Imperial Logistics,
Target Company List,Imperial Logistics,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Imperial+Logistics+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114781,new,high,Direct outreach to Operations Manager at Imperial Logistics,
Target Company List,Imperial Logistics,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Imperial+Logistics+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114786,new,high,Direct outreach to Fleet Manager at Imperial Logistics,
Target Company List,Barloworld Logistics,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Logistics+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114790,new,high,Direct outreach to Supply Chain Director at Barloworld Logistics,
Target Company List,Barloworld Logistics,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Logistics+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114794,new,high,Direct outreach to Operations Manager at Barloworld Logistics,
Target Company List,Barloworld Logistics,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Barloworld+Logistics+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114798,new,high,Direct outreach to Fleet Manager at Barloworld Logistics,
Target Company List,Super Group,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Super+Group+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114803,new,high,Direct outreach to Supply Chain Director at Super Group,
Target Company List,Super Group,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Super+Group+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114807,new,high,Direct outreach to Operations Manager at Super Group,
Target Company List,Super Group,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Super+Group+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114811,new,high,Direct outreach to Fleet Manager at Super Group,
Target Company List,Cargo Carriers,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Cargo+Carriers+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114818,new,high,Direct outreach to Supply Chain Director at Cargo Carriers,
Target Company List,Cargo Carriers,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Cargo+Carriers+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114825,new,high,Direct outreach to Operations Manager at Cargo Carriers,
Target Company List,Cargo Carriers,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Cargo+Carriers+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114832,new,high,Direct outreach to Fleet Manager at Cargo Carriers,
Target Company List,Unitrans,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Unitrans+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114839,new,high,Direct outreach to Supply Chain Director at Unitrans,
Target Company List,Unitrans,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Unitrans+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114846,new,high,Direct outreach to Operations Manager at Unitrans,
Target Company List,Unitrans,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Unitrans+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114854,new,high,Direct outreach to Fleet Manager at Unitrans,
Target Company List,Value Logistics,logistics,Supply Chain Director,https://www.linkedin.com/search/results/people/?keywords=Value+Logistics+Supply+Chain+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114860,new,high,Direct outreach to Supply Chain Director at Value Logistics,
Target Company List,Value Logistics,logistics,Operations Manager,https://www.linkedin.com/search/results/people/?keywords=Value+Logistics+Operations+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114865,new,high,Direct outreach to Operations Manager at Value Logistics,
Target Company List,Value Logistics,logistics,Fleet Manager,https://www.linkedin.com/search/results/people/?keywords=Value+Logistics+Fleet+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114870,new,high,Direct outreach to Fleet Manager at Value Logistics,
Target Company List,Sasol,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Sasol+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114875,new,high,Direct outreach to General Manager at Sasol,
Target Company List,Sasol,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Sasol+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114879,new,high,Direct outreach to Technical Director at Sasol,
Target Company List,Sasol,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Sasol+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114883,new,high,Direct outreach to Innovation Lead at Sasol,
Target Company List,PetroSA,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=PetroSA+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114888,new,high,Direct outreach to General Manager at PetroSA,
Target Company List,PetroSA,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=PetroSA+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114892,new,high,Direct outreach to Technical Director at PetroSA,
Target Company List,PetroSA,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=PetroSA+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114896,new,high,Direct outreach to Innovation Lead at PetroSA,
Target Company List,Engen,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Engen+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114900,new,high,Direct outreach to General Manager at Engen,
Target Company List,Engen,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Engen+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114904,new,high,Direct outreach to Technical Director at Engen,
Target Company List,Engen,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Engen+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114908,new,high,Direct outreach to Innovation Lead at Engen,
Target Company List,Shell SA,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Shell+SA+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114913,new,high,Direct outreach to General Manager at Shell SA,
Target Company List,Shell SA,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Shell+SA+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114931,new,high,Direct outreach to Technical Director at Shell SA,
Target Company List,Shell SA,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Shell+SA+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114935,new,high,Direct outreach to Innovation Lead at Shell SA,
Target Company List,BP Southern Africa,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=BP+Southern+Africa+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114940,new,high,Direct outreach to General Manager at BP Southern Africa,
Target Company List,BP Southern Africa,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=BP+Southern+Africa+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114945,new,high,Direct outreach to Technical Director at BP Southern Africa,
Target Company List,BP Southern Africa,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=BP+Southern+Africa+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114949,new,high,Direct outreach to Innovation Lead at BP Southern Africa,
Target Company List,TotalEnergies,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=TotalEnergies+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114954,new,high,Direct outreach to General Manager at TotalEnergies,
Target Company List,TotalEnergies,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=TotalEnergies+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114958,new,high,Direct outreach to Technical Director at TotalEnergies,
Target Company List,TotalEnergies,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=TotalEnergies+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114962,new,high,Direct outreach to Innovation Lead at TotalEnergies,
Target Company List,Aveng,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Aveng+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114967,new,high,Direct outreach to General Manager at Aveng,
Target Company List,Aveng,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Aveng+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114970,new,high,Direct outreach to Technical Director at Aveng,
Target Company List,Aveng,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Aveng+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114974,new,high,Direct outreach to Innovation Lead at Aveng,
Target Company List,Murray & Roberts,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Murray+%26+Roberts+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114987,new,high,Direct outreach to General Manager at Murray & Roberts,
Target Company List,Murray & Roberts,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Murray+%26+Roberts+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.114994,new,high,Direct outreach to Technical Director at Murray & Roberts,
Target Company List,Murray & Roberts,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Murray+%26+Roberts+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.115001,new,high,Direct outreach to Innovation Lead at Murray & Roberts,
Target Company List,Stefanutti Stocks,heavy_industry,General Manager,https://www.linkedin.com/search/results/people/?keywords=Stefanutti+Stocks+General+Manager&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.115005,new,high,Direct outreach to General Manager at Stefanutti Stocks,
Target Company List,Stefanutti Stocks,heavy_industry,Technical Director,https://www.linkedin.com/search/results/people/?keywords=Stefanutti+Stocks+Technical+Director&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.115013,new,high,Direct outreach to Technical Director at Stefanutti Stocks,
Target Company List,Stefanutti Stocks,heavy_industry,Innovation Lead,https://www.linkedin.com/search/results/people/?keywords=Stefanutti+Stocks+Innovation+Lead&origin=GLOBAL_SEARCH_HEADER,2026-04-04T02:30:25.115017,new,high,Direct outreach to Innovation Lead at Stefanutti Stocks,
